MutationType	CH43A	CH43B	CH43C	CH43D	CH43E	CH43F	CH43G	CH43H	CH43I	CH43J
74.0	0.010950968337681062	0.13281684890389442	0.039138539279811084	0.03183246124535799	0.14534039877355098	0.010203768809283096	0.1717950415611267	0.035096714342435005	0.026586964972957504	0.03461734087356397
133.0	0.001761536838760094	0.0007402856777313649	0.032394016060401896	0.03730822182726115	0.00394333926922626	0.18750581055879592	0.005164368030875515	0.04482658450026065	0.020781424813903868	0.01135501126654443
83.0	0.016022396514890715	0.007656803230056539	0.040291983848437664	0.017832644584123047	0.02735399445518851	0.005267968496918911	0.0077861132322740315	0.006359267514781095	0.005774643385957461	0.04498111133463681
201.0	0.1627816430479288	0.12737473100423813	0.08156418969854712	0.09855158982798456	0.10389231391251087	0.042393954005097864	0.08714089343910927	0.09824672300368548	0.04316693989560008	0.0603275458166015
48.0	0.022080720548110548	0.001012296248045459	0.00531073446960363	0.0030222601923014735	0.0009018299884881354	0.0016746479342691601	0.006667974579613656	0.004899221391004282	0.004014676413789857	0.05458614504954312
32.0	0.022125182026715037	0.0008837552671650429	0.00533584509535289	0.0009285606928097817	7.096342538716271e-05	0.004428258448606357	3.539559271303005e-05	0.008763628460765177	0.006640564688503332	0.07165173674361767
11.0	0.0015772720424113195	0.0	0.0	0.004575887178444876	0.05217063430696726	0.000348669548984617	0.09610445776954293	0.006101485272229184	0.001362494588085923	0.0021799330340581944
7.0	0.0014654617254564073	0.00044579069586689004	0.003828510546591133	0.0029721573626738974	0.008366389491420705	0.00020236749711330048	0.05069537217728794	0.0023041995431412944	0.0024778884285478853	0.0023368015244655794
4.0	0.0023904692035284824	0.0027714791153994156	0.013987142876721918	0.0010737359375343877	0.002512601652460944	0.00014907012111265773	0.019746906794607638	0.00360927151836222	8.50549986353144e-05	0.0004494877661636565
10.0	0.0044968686392530795	0.0054056872260116505	0.01930893157143146	0.000939399723574752	0.001565017012613888	5.828437278978526e-06	0.0011985169937543106	0.0037288488104241044	0.004901680686877228	0.0021400660146112978
4.0	0.0007378053400225326	0.001131112213479355	0.0014358339681348298	8.766725950408727e-05	0.002266353896993678	0.001099381761814584	0.0006726269076057179	0.0016309576960338746	0.0006435201667096635	0.0013898530707092504
3.0	0.0019672715990600408	0.0016012163352570497	0.00027174874166624284	0.000889827242353931	0.0019786219255183823	2.1216592867858707e-05	0.000189854859472689	0.0006791229589725845	0.002871529865660705	0.0018125477529065393
7.0	1.2724392064029644e-05	0.005672878645168566	0.005222947804048772	0.0033928903641904993	0.07391639851033688	0.00010865737599516479	0.0	0.0005135053249341582	5.561354967227317e-06	0.0006461848346691568
4.0	0.0005609821004327386	0.08093178741633893	0.001228756351301854	0.0006329615840513725	0.00038582644361918536	0.0024498792839585805	0.0	0.0032675948025280375	0.016407649068992215	0.008310232050716878
4.0	0.0006149985730860424	0.020880918238544835	0.0	0.001734772867521599	0.0011633630584401552	0.0219481505145086	0.0005559599847310892	0.0001169957616366446	7.855678908526898e-05	0.0060217683410047585
2.0	0.00016486512442842382	0.0003297657533767051	0.0005636614863033174	0.0002474322040771426	0.00021725457942011416	0.00011677078992306634	0.0007608233800056041	0.0002510453956966785	1.7443974775730452e-05	0.00012084081507953448
0.0	0.0007046129795162414	0.0008171886191769318	0.0005587004043263732	3.323385670228163e-05	0.00036025673849088947	9.806335001485422e-06	0.0005955644190544263	0.00017949674609310274	5.639262479995466e-05	0.00044764230398868676
0.0	0.0011161447032212379	0.00042907728065983975	9.576915472280234e-06	0.0003119234612677246	0.0010766955094004516	2.1219362315605395e-06	0.0022839018001104706	0.00018074580267239072	0.00017868501185517972	0.00028580766505911017
10.0	0.0003241248308040667	0.00013079515285426168	0.003960236921557225	0.005122806138824671	0.0029764074440754486	0.0001120757986791432	0.0036311374055367196	0.00033752982883015646	0.0024816902744350957	0.0055242614974847825
34.0	0.0015687894870643503	2.3464643163606524e-05	0.009250795256812126	0.0	0.0034870365151437	1.3167186899103456e-05	0.0005281326230397098	0.0009436387953125308	0.003734452181379311	0.0009189502700610319
1.13282575928935	0.00021333909180611954	0.0001913001597540642	0.00021638327198161277	0.00022900734245013155	0.00021464803482793116	0.0002603719386843295	0.0005088984992835322	0.00010925881590083008	0.003044433230534196	0.000607965799174508
1.70029802282402	0.0003721432161455596	0.00016565778701306045	0.0004046081406704616	0.00030410612526674154	0.00015816064888895197	0.00030894921936123863	0.00036422308285182224	0.00018672082647071874	0.0033954736636951565	0.0007873519356053294
0.0	0.0009725146758501068	0.0006567115556936188	0.00016142069610552311	4.2017408097230204e-05	0.00048431527333377746	0.00024612111534271007	0.004846532545634545	5.297787016388611e-05	1.7894382762051464e-06	0.0014351939407060855
139.0	0.18448361709713937	0.0009322293725563299	0.007528888041852044	0.08656451715156437	0.020994521146231973	0.004814088386483491	0.06878009950160052	0.05917582817866787	0.0004478085390292108	0.012057937683636208
210.0	0.03217638675123928	0.11427879653871059	0.1547439197450876	0.05197166782291625	0.09856658227043226	0.05953105391468853	0.02578867352043744	0.10639296989887953	0.004194243235694509	0.05566785429604351
343.0	0.05409392027184367	0.14214617487043144	0.11705490577965975	0.10267932701855897	0.1372086951136589	0.19740356072783471	0.16133795108646154	0.06364337661769241	0.22100966572761535	0.20056059688329697
29.0	0.0012604085165366997	0.0006447677853793721	0.0006676012556272326	0.0012814471412275453	0.00015334075840655714	0.0005019979977538623	0.00016299518680170877	0.00033701861296778543	0.15613591559231282	0.0019649951179280833
70.0	0.004445241031939986	0.0009850438532885164	0.012111775747907814	0.006887034475356906	0.0002372143347747624	0.005219251428497955	0.013030906958738342	0.0014159929616107548	0.16855694413185118	0.03223068491177135
28.0	0.00556733829784207	0.010825834816787392	0.00939029963046778	0.016792529646190813	0.010406303151976317	0.010517120839822558	0.02278802712477045	0.00041570776607841253	0.001902289469144307	0.0322383711009752
3.0	0.002449284847389208	0.0037649646098725496	0.005018846412422135	0.0004245994692004107	0.009362909249030054	0.007842815078911372	0.001599816253822129	0.0006107929671998149	0.0	0.001148387928842567
3.0	0.00031069423204300507	1.7920618417877066e-05	0.0006218101045669755	8.775530023164224e-05	0.0003638323922626796	1.230440069832639e-09	4.750505841656795e-05	0.0019997437362262362	7.815767411045727e-10	6.398262546731814e-05
407.0	0.09682222763076424	0.07752237267792225	0.14953942552208901	0.19128109350800515	0.051426159758120774	0.13336399711668492	0.03588310889580664	0.2630947917699814	0.032714987893514264	0.07144869582708002
34.0	0.01767734225373715	0.015139628913311753	0.015381831270642578	0.009949538970831782	0.024384145960211753	0.016318556321784854	0.007358921759296211	0.009573054279317149	0.0035870597167377127	0.018404191276058555
