MutationType	CH43A	CH43B	CH43C	CH43D	CH43E	CH43F	CH43G	CH43H
74.0	0.10946406057104469	0.11518398540094495	0.12129376530647278	0.053237510081380605	0.033925941000411124	0.012089854144125533	0.008651141422742512	0.027747065518051384
133.0	0.00627702109747708	0.008370594535322198	0.003291835195850581	0.03277543741074623	0.03965007359394804	0.16928354747593402	0.004791237091566492	0.02264096237369813
83.0	0.01390782835893333	0.02073862881399691	0.013467909027822316	0.022943369671702386	0.03627905647270382	0.005094826049753465	0.014328992161317729	0.008241502990713342
201.0	0.11167549196630716	0.1179989531263709	0.12344382472336292	0.09076025459915399	0.07811685632914304	0.04650769054656848	0.1404651916027069	0.04645781669765711
48.0	0.006302295569330454	0.0018487988860579208	0.002329426887405773	0.006992425776556699	0.00525762171528205	0.0029466788387298498	0.03083442850213032	0.009842363604111597
32.0	0.0001618960575433448	0.0007853265632002149	0.001484578740889122	0.004165483926626621	0.006809295085729198	0.007685869269044776	0.03500635917298496	0.017646601921878755
11.0	0.05627008116585785	0.04418225584202446	0.00019254548227763733	0.007207622548157815	4.1315888520330194e-05	0.0002618703030566394	0.0034105218809437864	0.0013973443943383756
7.0	0.03027455760980956	0.009343974151417508	0.0004044384029111825	0.004335742354305694	0.002745112020638771	0.00018419955958961509	0.0013255295284761814	0.0025501707883086055
4.0	0.011958909769309684	0.004889938725391403	0.0009735117813761462	0.003040084344756906	0.011972969158086925	0.00022433916718000546	0.0018978099744708743	7.380186212685658e-05
10.0	0.0015302363988303114	0.002608338678328437	0.0022904010622005443	0.0036286007536546093	0.017121493922313675	0.00012060892884619535	0.004309632563963533	0.003892540933738928
4.0	0.0008618630370047242	0.0019870721056940966	0.0013682591501856223	0.0002004105363448616	0.0016022624500328674	0.0011498057428207175	0.0006507309252629057	0.000830079343104444
3.0	0.0003301468587415002	0.0016117776755709202	0.0013452850334579138	0.0011436736068728773	0.00023049617304423008	3.2945767332435775e-05	0.00224362049222691	0.0026826342369895427
7.0	0.00017381269484758376	0.04944840487092733	0.0056236245337640866	0.011144778771758013	0.003130386546201862	5.2624968371617345e-06	0.00045247902628034356	0.0
4.0	2.730852575041354e-06	0.0013829238841706192	0.0724908649083227	0.0020804832670864165	0.0006347303377697244	0.0038930925115710125	6.081917730625719e-05	0.0159703113976866
4.0	0.0005154418990423438	0.0008397256177340751	0.02233151828404516	0.0014153780917788338	0.0	0.021298976396210492	0.00016808529888486133	5.4994357633404433e-05
2.0	0.00043465217680932255	0.0003280190215809853	0.0002558433080503164	0.0002782187937633296	0.00053495650550758	0.0001264198109947756	0.00014188791423130453	1.2951703304047157e-05
0.0	0.0007344178891798947	0.00046036134390163856	0.0008078388237481704	7.748693534786354e-05	0.0005454414239875405	2.8739838363112114e-05	0.0003661005244354243	8.453177006017664e-05
0.0	0.0019122660173161421	0.001012855748849688	0.00037419140389374664	0.00029517194104644644	4.240958551235963e-06	6.326171114139356e-06	0.000692215993985883	0.00028655265252155006
10.0	0.0027320237015374003	0.001972805490368046	0.0005130428271149868	0.005594691990409046	0.002935785033050706	0.0002184939698645394	0.0003799721469840733	0.003177231102017686
34.0	0.0005498395583708771	0.003927893737563863	0.00018493608458721944	6.664698354143184e-05	0.008502052566036582	0.0001238562768244833	0.0006577103695235564	0.0027755363343749196
1.13282575928935	0.0004509392121804012	0.00015356983892229995	0.00019516077293701528	0.000286793689579099	0.00019574002997487126	0.00023222375739351264	8.261376466180081e-05	0.002848167303018272
1.70029802282402	0.0003019282503737486	0.00014612590708566132	0.0002191343510145316	0.00033156429675271855	0.00037591339377968325	0.00028531838330309256	0.00041371394992893327	0.0030831994058098645
0.0	0.004231722700642422	0.0005114659237733576	0.0010545791278127581	4.086490616762917e-05	0.00015524213573090862	0.0001310644429717911	0.0001014290823076891	1.2750380504886749e-05
139.0	0.10961605496704578	0.056123685122001915	0.005346781749968193	0.05809536517597735	0.008473563009279584	0.009220740106538953	0.15229910489171744	0.0019031367129355202
210.0	0.019240852582152003	0.08901784796267748	0.0985299015790224	0.07079481480643153	0.1500085660070181	0.06167189406231046	0.053684011271689085	0.012192393015138804
343.0	0.1354750404879451	0.10956788904964924	0.16145366340875625	0.11944273784756661	0.11364862532587722	0.1870719687640667	0.050433923150412736	0.21110626816749573
29.0	0.00022250087665151745	0.00028568449734885993	0.00023837885735702001	0.001389131088180875	0.0007321584763212741	0.0006490414845393388	0.0006333673554490325	0.12971676506102084
70.0	0.013458978855051101	0.00022322449542116373	0.00399973821062305	0.007679175175144337	0.011775743433972821	0.0053108049876755105	0.0022439920378383247	0.14983579315245152
28.0	0.02284733418840915	0.0050838690216187385	0.01587835568934679	0.01841933848336339	0.008461383131798618	0.01068158541340381	0.0012132566640724023	0.004744583566789516
3.0	0.0017168901726836339	0.007613564745988697	0.004712659411889035	0.001187779605365904	0.004302969536511227	0.006524180309788789	0.0009932626860131677	0.0
3.0	8.317649934710402e-06	0.0006285269484020262	3.5195057118642125e-06	4.8028095156200656e-05	0.0009129756452966831	2.9837278505251417e-06	0.00107415937274423	5.913140803670558e-09
407.0	0.0431261732429266	0.08213183966930955	0.05002153851091862	0.16499908581376077	0.17028699859976767	0.15116050399839878	0.1666645520180464	0.053334311358630655
34.0	0.011751025008270516	0.021042099234182387	0.01760752884671092	0.011674829297699035	0.015144619231577963	0.015576840569265187	0.015319182379171252	0.00442761480257626
4.0	0.010616218466311693	0.003789420240209438	0.010241555334068835	0.0	0.000979110818079789	0.002593336031986837	0.00574541991809383	0.0
9.0	0.0009571677805797663	0.0004022712301230058	0.0009681966096104588	0.0008681872351735364	0.00028686070421827023	0.00056285626134013	0.0007812618386378744	0.029902469608932735
13.0	0.00039029586169778694	2.5546047169200394e-06	0.0001319717920140917	0.00034687850638874805	0.0009048078959839323	0.00019711144822771588	1.3926192306215057e-05	0.05076343804597855
18.0	0.007912869938882067	0.0003740560277219629	0.0016948695659084478	0.005287661849870347	0.0036663028225302698	0.0033055357563716824	0.0015001489405404357	0.019638398857787252
6.0	0.0037506800587289034	0.004428147457947489	0.004272332807304337	0.003086476362848316	0.004098016421776265	0.0042831209470023165	0.00046925058974011335	0.0
172.0	0.02938363838009536	0.02710746430326253	0.004012382394786681	0.0010204513208009302	0.04722865808289498	0.034904019227251414	0.08805192422121763	0.05793119732290506
330.0	0.21173171646893024	0.1735254697408527	0.21890309318900109	0.00012224861129652708	0.12684405388252343	0.18075959706678987	0.2006219283118844	0.10065940283238888
106.0	0.016464890051865952	0.028777986676432193	0.02602714878390543	0.2243083019554615	0.03977379616296386	0.046556212261202747	0.003580189198261469	0.0
63.0	0.00027519489892256386	0.0001406143241911195	1.9858949817717074e-05	0.05554401222616434	0.03225653035275172	0.006920258977916091	0.003075260213809088	0.0015351033184560947
17.0	5.837860683755026e-10	2.6966168586994854e-09	3.4290686556914807e-09	0.00364281456488591	0.009447287640277332	0.00011539993161806095	0.0001696522379082399	1.2393112225339565e-08
