MutationType	CH43A	CH43B	CH43C	CH43D	CH43E
74.0	0.11517202734947204	0.07126381665469862	0.02153078111819923	0.05863525204360485	0.027413459373638035
133.0	0.005637088259682059	0.06761805474758148	0.013347295289568137	0.052871008291840556	0.03059028385207057
83.0	0.013439278407022357	0.008410195640753954	0.02992158729583025	0.027559459656476975	0.006700126009527594
201.0	0.12057526789605617	0.09120973376557232	0.11410212762653828	0.0775058365613222	0.055489970296621324
48.0	0.00518381814006716	0.003952767272712663	0.014834657991304994	0.0030841029607108794	0.014402065025642515
32.0	2.986257059092168e-05	0.00562238504178822	0.016464094552211463	0.0030371840519364925	0.022783990502357482
11.0	0.05449656993150711	3.360468560003937e-05	0.00040832017560942424	0.006209623593022139	0.0010857584723106583
7.0	0.021649610679596663	3.189499560903641e-05	0.0017787922758725472	0.004016914394451305	0.0025226009543985128
4.0	0.007950473865494133	0.0001693006150981091	0.007462900765240192	0.0060633971099741755	7.224634756312298e-05
10.0	0.0007033011729751593	0.00042413385272993765	0.013305393029004336	0.006454834379255771	0.0025150992936687545
4.0	0.0011625188268953935	0.0012231682584388183	0.001731665219704155	0.0005296352083814782	0.0006004335839679697
3.0	0.0009023918508319184	0.0007063101542007644	0.001287886649297434	0.0008934501945623197	0.002439352404908277
7.0	0.02255846416577697	0.0010039878638144729	0.00015217188876704313	0.0162117147538811	0.0
4.0	0.0	0.046103488765656946	0.00046503896861395334	0.0013971670369809352	0.01801763826981187
4.0	0.0013548818213894266	0.022965015210211277	0.00011684842102113179	0.0015634832893371708	0.0008580208142679173
2.0	0.0003731546067956515	0.00018481086911080523	0.0004130761476790212	0.00032912942843069007	1.046870860591298e-05
0.0	0.0005887396851903759	0.00042397281460580414	0.0006950244745530654	6.759846923629632e-05	0.00011671438707423931
0.0	0.0017495273204986006	0.0001765741625275652	0.00012054919470756912	0.00012229220301378517	0.0005011444398769527
10.0	0.0022391918546054513	0.00013804395227452914	0.0008967955483240075	0.005680097313597798	0.003040193987544626
34.0	0.000571596427361385	2.3501453188146116e-05	0.008901992668106685	0.00047985466259717666	0.001063230577202745
1.13282575928935	0.00029401472089375603	0.0001991735682486251	5.5048299891495845e-05	0.0002591517742439464	0.002538664819439873
1.70029802282402	0.00018831712848623282	0.0002475462511938531	0.0002583528521927292	0.00033937835180040564	0.002808162426808849
0.0	0.002559828890953213	0.0006376922055594036	0.00020394832977828513	3.0510324737846874e-05	3.9543930672147554e-05
139.0	0.10404763296246529	0.012200625258265064	0.07132936645299197	0.02046004756819457	0.01767898631282151
210.0	0.03393620446324348	0.08217905625700954	0.12788408353924752	0.09327946245670318	0.006194254203292285
343.0	0.11985206544399261	0.16988307550549508	0.07410786524415017	0.13367448218166827	0.20514632374048233
29.0	2.2674898696095623e-05	0.00016667298784341311	0.0004813269349784832	0.0011912549262342509	0.10370094679296017
70.0	0.00466971215326339	0.004120875524822622	0.0006592079017718788	0.008744994960725307	0.13775587275624276
28.0	0.014990524090826511	0.012878002366051078	0.0016680170866311527	0.0181768739502877	0.007885403604595921
3.0	0.0036969913612119854	0.0058252969477325675	0.0030665010900702326	0.0031643027375685053	0.0
3.0	0.00013389223155047092	0.0	0.0014743453811388463	1.8272133658010502e-05	1.4566740240695708e-08
407.0	0.05667047642171383	0.09572318300604821	0.1662724105268717	0.16369898825883866	0.05806705292314291
34.0	0.014915229445323348	0.016949055381119252	0.01718584989197552	0.013435537731274962	0.004688347917399369
4.0	0.008095187679864467	0.007359467521309853	0.0036635989870410415	0.0	0.00012104629629895669
9.0	0.0006350023696722928	0.0007499367628770415	0.0001347276372354145	0.0006936066443449817	0.02484807066619396
13.0	2.2976483564507434e-06	6.588887527748e-05	5.939330098847506e-09	0.0004862782572863367	0.041560513637959956
18.0	0.004004518787842244	0.0021923326596152036	0.0007342921769304667	0.005004536546766758	0.02011737896129489
6.0	0.003717958014458418	0.004469712800346315	0.001987849404977169	0.004414070781785994	0.0
172.0	0.03078068446367979	0.02071013651788235	0.06870850767940283	0.00010624897666275501	0.056997557990252974
330.0	0.1971255373954773	0.2097034914791584	0.19858695134520532	0.0008615636769685831	0.1173602382093668
106.0	0.023317181672900915	0.0312083176150918	0.0032783255726099012	0.19441935420036316	7.111395243555307e-06
63.0	6.291514728218317e-06	0.0008456939344276351	0.00753581894794479	0.058412254005670544	0.0022617095176974546
17.0	0.0	4.9852371120096e-10	0.0027865976231231573	0.006416792933014222	3.908030583588129e-09
