NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	463.377	17.421	121.907	15.221	0.042	0.982	50000.0
2	464.227	17.507	121.893	15.22	0.042	0.982	30000.0
3	467.426	17.53	125.218	15.581	0.043	0.981	30000.0
4	459.748	17.196	121.206	14.839	0.042	0.983	40000.0
5	463.133	17.416	123.626	15.393	0.041	0.982	20000.0
6	463.816	17.215	123.585	15.045	0.042	0.983	20000.0
7	472.85	17.57	124.978	15.237	0.042	0.982	50000.0
8	467.566	17.479	124.212	15.259	0.042	0.983	20000.0
9	476.474	17.654	125.26	15.526	0.042	0.982	70000.0
10	470.417	17.397	123.682	15.05	0.042	0.983	20000.0
11	464.156	17.276	124.654	15.4	0.042	0.982	20000.0
12	474.162	17.726	126.384	15.599	0.041	0.982	60000.0
13	465.291	17.102	122.635	14.978	0.041	0.983	30000.0
14	463.217	17.231	121.96	15.02	0.042	0.983	50000.0
15	471.626	17.669	126.402	15.623	0.043	0.981	30000.0
16	459.508	17.102	121.953	15.017	0.041	0.982	30000.0
17	462.808	17.269	121.576	15.049	0.042	0.982	30000.0
18	470.891	17.453	124.085	15.254	0.042	0.982	30000.0
19	470.333	17.513	123.527	15.183	0.042	0.982	40000.0
20	471.562	17.728	125.414	15.609	0.042	0.981	30000.0
21	472.757	17.699	126.761	15.573	0.042	0.981	40000.0
22	474.205	17.673	126.926	15.61	0.043	0.982	40000.0
23	474.251	17.554	126.468	15.492	0.043	0.981	40000.0
24	455.186	16.932	119.96	14.757	0.041	0.983	50000.0
25	457.026	17.023	122.034	14.913	0.042	0.983	20000.0
26	468.861	17.623	123.03	15.25	0.042	0.982	30000.0
27	461.602	17.426	121.859	15.163	0.043	0.982	40000.0
28	465.868	17.306	123.263	15.169	0.042	0.982	20000.0
29	473.074	17.756	125.157	15.522	0.043	0.982	20000.0
30	464.628	17.306	123.633	15.194	0.041	0.983	20000.0
31	472.234	17.662	125.395	15.442	0.043	0.982	40000.0
32	464.399	17.47	122.265	15.213	0.042	0.982	20000.0
33	472.377	17.369	125.931	15.277	0.042	0.983	30000.0
34	467.445	17.492	124.936	15.483	0.042	0.981	40000.0
35	462.732	17.301	122.529	15.198	0.042	0.982	50000.0
36	452.318	16.933	120.12	14.901	0.041	0.983	30000.0
37	461.703	17.32	123.061	15.238	0.042	0.982	40000.0
38	454.834	17.097	119.373	14.894	0.041	0.983	50000.0
39	469.883	17.799	124.19	15.587	0.043	0.981	40000.0
40	473.637	17.67	127.074	15.72	0.043	0.981	40000.0
41	474.821	17.689	127.498	15.709	0.042	0.981	40000.0
42	464.647	17.464	122.801	15.265	0.043	0.982	40000.0
43	468.805	17.431	123.868	15.251	0.042	0.982	70000.0
44	461.532	17.165	122.882	15.108	0.041	0.982	50000.0
45	470.069	17.605	126.13	15.577	0.042	0.982	30000.0
46	469.859	17.825	124.901	15.671	0.043	0.981	30000.0
47	472.622	17.534	124.274	15.353	0.042	0.982	60000.0
48	470.257	17.699	125.882	15.696	0.043	0.981	20000.0
49	472.736	17.473	127.124	15.421	0.042	0.982	20000.0
50	473.904	17.578	124.508	15.22	0.042	0.982	40000.0
51	473.436	17.784	125.219	15.553	0.044	0.981	30000.0
52	466.28	17.504	124.008	15.285	0.042	0.982	30000.0
53	473.446	17.5	124.906	15.29	0.043	0.982	20000.0
54	472.767	17.521	126.41	15.372	0.042	0.982	40000.0
55	468.211	17.357	124.93	15.292	0.042	0.982	40000.0
56	478.04	17.825	128.503	15.836	0.042	0.981	20000.0
57	470.141	17.413	125.538	15.443	0.041	0.982	20000.0
58	472.634	17.599	124.77	15.429	0.043	0.982	30000.0
59	473.534	17.708	125.977	15.555	0.043	0.982	40000.0
60	488.751	18.815	130.16	16.756	0.047	0.978	60000.0
61	472.071	17.532	125.991	15.353	0.041	0.982	30000.0
62	462.734	17.26	122.458	15.023	0.042	0.983	30000.0
63	458.69	17.227	122.297	15.083	0.042	0.982	30000.0
64	470.927	17.454	126.539	15.502	0.042	0.982	50000.0
65	460.2	17.409	123.822	15.457	0.043	0.981	20000.0
66	473.088	17.617	125.426	15.433	0.042	0.982	20000.0
