MutationType	CH43A	CH43B	CH43C	CH43D	CH43E	CH43F	CH43G	CH43H	CH43I
74.0	0.09726492094807326	0.11952121041715145	0.05229698597755458	0.11838070146739482	0.03157206567469984	0.09157627144479193	0.011045943650044592	0.003981738612936986	0.023416907098726368
133.0	0.004558231772888508	0.0029662010818719865	0.03404757476877421	0.0045514582225596855	0.03826052514370531	0.028556162915192543	0.18066938318312167	0.00229762447066654	0.022939870618283748
83.0	0.016868171589449046	0.01239745381521061	0.019624109370633958	0.026596333738416432	0.04238016381859779	0.0014830657822312787	0.005214915395772551	0.01809007012983784	0.009177168681053444
201.0	0.11089102558791637	0.12508735083043576	0.09281223136931657	0.11773281209170819	0.07238276621326804	0.10638172049308196	0.03992256666533649	0.14671201296150685	0.04091401223093271
48.0	0.008246810247655958	0.0037395018960160453	0.005423181956866756	0.0005669310456141829	0.006338361788948532	0.0018572724717887468	0.0022833644716229173	0.03866260114591569	0.009185471460223199
32.0	0.0004501408085343428	0.004320365878593293	0.0021948255541956742	3.336424019380502e-05	0.008169271795777604	0.002358867340371944	0.007161912302763789	0.04292310367905884	0.016813037429801624
11.0	0.04704681965275086	0.0	0.00801915260439273	0.04040063563734293	7.931943284347653e-05	0.035734686968498866	0.000335666236205725	0.0005371865869893673	0.00150604167541303
7.0	0.027019046038622038	0.0003242831365424394	0.004777327743023336	0.00517530094519316	0.003260814633104041	0.017173895074811298	0.000186927262157585	0.00013660095108207316	0.0023557368928140933
4.0	0.009841521553487746	0.000856816985833575	0.0030798529428994925	0.0023950791839160955	0.011795983572519618	0.01185118492518086	0.00011786413461265965	0.0008832513243396534	5.192841765754963e-05
10.0	0.0015484813812508946	0.0021211435583245474	0.002648731160625175	0.002557748020044528	0.01742831685114652	0.005968464879551902	1.2077716237399727e-05	0.004119862053194083	0.004206034142443968
4.0	0.0008624713025346864	0.0012920795151148924	0.00016241852521488908	0.002223845471162349	0.0015320176268869546	0.001261576739756194	0.001106284262095869	0.000645781312341569	0.0007256571211837581
3.0	0.00044482115760729356	0.0014539137516112533	0.001080259885057698	0.001860434856498614	0.00016265437311631105	0.0005889363017922733	2.0253819166100584e-05	0.002443852147262078	0.002729159865994006
7.0	1.2312657199800014e-05	0.0034503351928749735	0.008902014771423338	0.06308668723329902	0.0030755965068237855	0.0015041216641222376	4.6410758388475417e-05	1.7299704486504196e-05	0.0
4.0	0.0	0.07420503448694944	0.0027450628054793923	0.0010960133103071713	0.00022692863378241502	0.007596112878345594	0.0035511846002191307	6.516032313811592e-05	0.01364856217536726
4.0	0.0005879121507314267	0.02303641340928152	0.0015755506196740044	0.0011838743755832582	5.4238224402070044e-05	0.0002688192221103236	0.02283408520743251	0.0002868866741482634	6.888856703881175e-05
2.0	0.0004034738000791549	0.0002498514581320066	0.00027896866229028207	0.000249053114121125	0.0005469331613494432	0.0005716364009640529	0.00012058911403741491	8.715918413358281e-05	1.192755488865771e-05
