NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	980.366	36.2	256.672	31.737	0.157	0.923	30000.0
2	989.207	36.568	258.927	31.932	0.16	0.923	20000.0
3	988.382	36.537	257.145	31.754	0.159	0.923	40000.0
4	986.875	36.634	255.81	31.583	0.158	0.924	20000.0
5	983.844	36.416	255.24	31.441	0.158	0.925	20000.0
6	985.822	36.609	257.788	31.95	0.16	0.922	20000.0
7	994.332	36.653	259.846	32.019	0.159	0.922	20000.0
8	980.516	36.043	258.477	31.655	0.155	0.925	20000.0
9	983.812	36.379	255.688	31.587	0.157	0.924	20000.0
10	980.606	36.308	256.642	31.599	0.158	0.923	20000.0
11	981.12	36.295	257.207	31.724	0.158	0.923	20000.0
12	973.81	35.862	254.073	31.466	0.156	0.925	20000.0
13	982.453	36.23	258.631	31.88	0.158	0.923	20000.0
14	986.559	36.551	256.934	31.768	0.158	0.923	20000.0
15	993.116	36.759	258.516	31.76	0.159	0.924	20000.0
16	986.641	36.408	258.325	31.709	0.157	0.924	20000.0
17	988.464	36.625	257.562	31.74	0.159	0.923	20000.0
18	993.594	36.685	259.967	32.014	0.158	0.922	30000.0
19	982.937	36.644	255.122	31.672	0.158	0.923	20000.0
20	982.816	36.464	256.173	31.737	0.157	0.923	20000.0
21	985.013	36.537	256.013	31.596	0.157	0.924	20000.0
22	991.066	36.588	258.95	31.775	0.157	0.924	20000.0
23	983.306	36.343	257.307	31.546	0.155	0.925	20000.0
24	987.999	36.483	258.395	31.95	0.158	0.923	20000.0
25	986.954	36.237	256.423	31.321	0.154	0.926	20000.0
26	995.661	36.697	258.16	31.892	0.159	0.922	20000.0
27	986.444	36.484	258.004	31.886	0.159	0.923	30000.0
28	985.759	36.576	256.912	31.881	0.157	0.923	20000.0
29	984.112	36.563	257.766	31.95	0.16	0.922	30000.0
30	979.508	36.316	254.418	31.574	0.157	0.924	20000.0
31	975.486	36.176	256.132	31.723	0.156	0.924	20000.0
32	986.554	36.524	257.538	31.815	0.159	0.923	20000.0
33	985.373	36.277	257.135	31.714	0.158	0.924	40000.0
34	976.464	36.378	254.904	31.653	0.159	0.923	30000.0
35	977.946	36.246	255.112	31.402	0.156	0.925	20000.0
36	977.21	36.024	257.36	31.62	0.154	0.924	20000.0
37	981.193	36.155	256.371	31.576	0.157	0.924	20000.0
38	981.802	36.42	256.24	31.755	0.158	0.923	20000.0
39	992.652	36.359	259.679	31.635	0.156	0.924	20000.0
40	974.106	36.026	255.825	31.583	0.157	0.924	30000.0
41	976.674	36.073	255.651	31.468	0.155	0.925	20000.0
42	985.535	36.418	256.63	31.656	0.158	0.924	30000.0
43	988.852	36.659	259.226	31.789	0.16	0.923	20000.0
44	979.129	36.279	255.562	31.596	0.158	0.924	20000.0
45	971.287	35.862	253.949	31.425	0.155	0.925	20000.0
46	984.982	36.442	257.248	31.757	0.156	0.924	30000.0
47	979.934	36.079	257.757	31.571	0.157	0.924	20000.0
48	988.46	36.548	257.072	31.697	0.161	0.923	20000.0
49	976.413	36.128	256.12	31.561	0.157	0.924	20000.0
50	978.775	36.312	254.826	31.53	0.156	0.924	20000.0
51	984.069	36.487	257.462	31.889	0.158	0.922	20000.0
52	978.528	36.117	253.522	31.264	0.155	0.926	30000.0
53	993.2	36.562	259.169	31.758	0.156	0.924	20000.0
54	991.994	36.49	257.639	31.728	0.156	0.923	20000.0
55	987.93	36.461	257.104	31.562	0.158	0.924	40000.0
56	992.425	36.468	258.326	31.817	0.157	0.924	20000.0
57	978.624	36.287	255.271	31.613	0.159	0.924	20000.0
58	984.339	36.45	257.206	31.759	0.158	0.924	20000.0
59	991.421	36.583	259.477	31.952	0.158	0.922	20000.0
60	979.533	36.261	255.549	31.453	0.156	0.925	20000.0
61	985.264	36.492	257.471	31.721	0.156	0.924	20000.0
62	975.265	35.848	256.19	31.342	0.153	0.926	20000.0
63	991.317	36.509	257.175	31.632	0.156	0.924	20000.0
64	985.987	36.415	258.95	31.873	0.159	0.922	20000.0
65	983.191	36.147	256.783	31.421	0.154	0.925	20000.0
66	992.353	36.899	260.377	32.205	0.16	0.921	30000.0
67	978.52	36.098	256.169	31.453	0.157	0.925	20000.0
68	986.22	36.273	256.707	31.491	0.157	0.924	20000.0
69	993.515	36.614	259.631	32.091	0.157	0.922	20000.0
70	981.747	36.298	255.712	31.511	0.157	0.924	20000.0
71	974.576	36.21	254.624	31.543	0.155	0.924	20000.0
72	976.805	36.004	255.822	31.349	0.156	0.925	20000.0
73	981.276	36.31	255.341	31.486	0.156	0.924	40000.0
74	984.304	36.525	257.959	31.918	0.158	0.922	20000.0
75	989.001	36.387	256.269	31.656	0.157	0.924	30000.0
76	988.278	36.675	258.423	31.937	0.157	0.923	20000.0
77	992.437	36.592	259.531	31.94	0.158	0.922	20000.0
78	982.335	36.362	256.905	31.813	0.158	0.923	40000.0
79	980.84	36.195	256.189	31.555	0.156	0.924	20000.0
80	981.368	36.185	257.483	31.75	0.158	0.923	20000.0
81	985.955	36.496	256.254	31.746	0.158	0.923	20000.0
82	981.879	36.438	257.376	31.815	0.156	0.922	20000.0
83	991.256	36.538	259.331	31.957	0.157	0.922	20000.0
84	991.674	36.568	258.604	31.879	0.157	0.924	20000.0
85	982.091	36.397	255.441	31.655	0.157	0.924	20000.0
86	987.999	36.253	257.929	31.532	0.155	0.925	20000.0
87	987.725	36.611	258.394	32.058	0.159	0.922	20000.0
88	987.266	36.51	257.267	31.789	0.158	0.923	30000.0
89	990.825	36.515	259.195	31.827	0.155	0.924	20000.0
90	995.438	36.885	261.764	32.345	0.16	0.921	20000.0
91	992.778	36.794	258.462	31.893	0.16	0.922	30000.0
92	984.662	36.332	257.198	31.569	0.155	0.925	30000.0
93	991.373	36.773	258.004	31.834	0.16	0.922	40000.0
94	987.34	36.563	257.219	31.909	0.159	0.922	20000.0
95	975.58	36.066	254.272	31.424	0.156	0.925	30000.0
96	976.178	35.8	253.892	31.295	0.157	0.926	20000.0
97	980.597	35.949	255.811	31.362	0.154	0.926	30000.0
98	1005.598	37.277	261.971	32.426	0.162	0.92	20000.0
99	981.362	36.37	255.791	31.472	0.156	0.925	20000.0
100	981.209	36.362	256.014	31.633	0.156	0.924	20000.0
