MutationType	CH43A	CH43B	CH43C	CH43D	CH43E	CH43F	CH43G	CH43H	CH43I	CH43J	CH43K
29.0	0.0012073968330514617	0.0009854038408229826	0.000987206121426425	0.0005893944776835269	0.00141098289186393	0.00022180431478773243	0.0002543407742814452	0.0006731209799909265	0.0004041301612778625	0.16629407197237014	0.0039392418344505135
70.0	0.001461792170875924	0.0008033151207200717	0.030403722512419337	0.009896932215779088	0.012293698312423657	0.0003144728922052309	0.008322131503373385	0.004647027029267292	0.0038740116995177234	0.1709894996881485	0.014963356765137945
28.0	0.001254525456170086	0.010589100297074765	0.03338983964174986	0.020321128766518086	0.0061236258392762324	0.01042846368451137	0.017610494863765785	0.010451867750380189	0.0014919928996823728	0.00048052684142021464	0.012955228353966959
3.0	0.0035794433440423743	0.00366126957385859	0.0028881782363168896	0.0002738309551010332	0.005308893525507301	0.008852155149797909	0.0016971204533183482	0.00713459024904296	0.0003251404721959266	0.0	0.0013567142153624444
3.0	0.0006403290799543982	4.5500248374850114e-05	3.729790099896491e-05	2.7959600795597338e-05	0.0007477130218910766	0.00032585230372916385	2.894498945895663e-05	2.0065808570279843e-10	0.0018955401655782822	1.132415690108246e-09	0.000205081710348054
407.0	0.10783099304884672	0.08437379773706198	0.05276224682190823	0.19407131358981133	0.15462025314569472	0.0460466947266832	0.022111800803104417	0.1387624752521515	0.2753996719419956	0.027348751192501162	0.09713246245599294
34.0	0.018320355135947465	0.01694842175464146	0.018355277925729753	0.00930946032050997	0.01386900840254384	0.024986770721152424	0.006008149268590129	0.017458687291364187	0.008617208072100766	0.0027308608530438507	0.01825041472213343
4.0	0.011561259783338756	0.004989103029082228	0.010986652643186972	0.0	0.0013423820381285622	0.002380975773121463	0.006449909895763994	0.002350285260417877	0.00034636147756827995	0.0	0.002691177670703837
9.0	0.0012812964941440442	0.0009207674815115751	0.0015384703065501526	0.0008373817864958255	0.0005789870324724688	0.00039577561199621413	0.0005783910426725925	0.0006220397046854487	0.00023459242715034634	0.03722349815070629	0.0014776770731987198
13.0	4.324494453612715e-05	0.00016600331175794736	0.0019865623274188237	0.0002754334158902338	0.0012141557066743048	1.0269263021278618e-05	0.00027722692687452087	0.00018786561755486985	0.0003497725530819906	0.06338111311197281	0.0010481651087602727
18.0	0.0012282153179694433	0.00044167539381305686	0.013229374131042278	0.007000917263794691	0.0026672457467066123	0.0005723769773612731	0.004809321177563106	0.002829840765626841	0.0012900670675142223	0.018172365562058986	0.007547275770630222
6.0	0.0015047371022228618	0.0036497941799461843	0.0028904876374872403	0.001841312680626288	0.00573194601922296	0.005800903504915595	0.00529487022489775	0.00477944636044981	0.00020005354599561542	0.0	0.001111954947864433
172.0	0.022018034801438154	0.023003402585968984	0.012921255434812201	0.002060479221162712	0.004026517080182828	0.00786863600545737	0.050749071342891215	0.020429195880479943	0.20722137339413166	0.041965866312397855	0.05271886244098823
330.0	0.2975316858291626	0.148481451831758	0.2777371068298817	0.0	0.10522605826146901	0.15524439647910185	0.10056087117032582	0.2002289093285799	0.05768450938697205	0.09870076596736908	0.13521558601977632
106.0	0.006813006904016744	0.05186044215224683	0.006535259116638812	0.246092828810215	0.07062807472422719	0.04115852321498096	0.018848670006264	0.04328769788844511	0.0021609389688819645	0.0	0.005750150601379582
63.0	0.001438787816587137	0.0012662862753495573	6.401011545676738e-05	0.055555051304399965	0.05688765502301976	7.638880982995033e-05	9.599578625056893e-05	0.004448726095006507	0.0018007742766945967	0.002345925317518632	0.0037060993146218802
17.0	1.5256017445741677e-05	0.0005062270901748889	2.5737828144443142e-05	0.0017296410634184056	0.014939141985960304	1.9818607599475515e-09	1.402244327763924e-08	2.08739331368335e-06	0.00027765565877326817	7.856398083205817e-09	0.0006593221764155998
