MutationType	CH43A	CH43B	CH43C	CH43D	CH43E	CH43F	CH43G	CH43H	CH43I	CH43J	CH43K	CH43L
70.0	0.03831536735851841	0.0034562031016685067	0.008845304773712996	0.010571791183893406	0.004174988901941106	0.002506769246829208	0.0006152931855086763	0.008753567949752324	0.005009562961968186	0.004121591795847052	0.17017932087183	0.011609583472018131
28.0	0.03718602436390938	0.0012008341623004526	0.020529204430715584	0.005936625921973922	0.008057748900610022	0.011219588941894471	0.011163405956613132	0.01710375684662722	0.009926225799135864	0.0013298751569527666	0.00039096162654459474	0.008119280680750478
3.0	0.001667107766843401	0.0036478430216084234	0.00038860893845281907	0.004893203206011094	0.004653633529960644	0.005994449281133712	0.008373430077917875	0.0016606648391461931	0.006121979628845304	0.0006086535204667598	0.0	0.00023209278937429188
3.0	0.00011657071314751022	0.000888508483566568	3.632613479569002e-05	0.0008157472157044765	0.00012354387654704417	1.3102741114323635e-10	0.00019800627998876053	0.00011227410622472788	3.1446565351700426e-10	0.0017523331809495347	5.16195529876029e-09	9.360847531858952e-05
407.0	0.04897047538845122	0.1087365535646677	0.1932690405845642	0.1712268028408289	0.08681379451420472	0.06787322258326782	0.04625812648097053	0.02424722011574203	0.1395090840011835	0.29898033261299134	0.03394687250980801	0.06873082308576067
34.0	0.018304264217149466	0.01855446578934789	0.009590505985543132	0.012426514622638933	0.01888316163327545	0.014879275279818104	0.024929533870890738	0.005447619369319057	0.01758984678890556	0.009045372430118732	0.002085382205163455	0.019679713042647505
4.0	0.00966416884213686	0.011296322101261467	2.051554183708504e-06	0.0009673198396194494	0.003715494573780802	0.010405853250413202	0.002114501479209139	0.005894676074385643	0.001339034712693612	9.37219156185165e-05	3.160127089358866e-06	0.0012365355954882134
9.0	0.0017242928570158256	0.0014084641122281028	0.0007857374485735722	0.0006498131770786131	0.0006475982518077217	0.0010282037672004662	0.0004786065811822482	0.0007003247263855883	0.0005721101810468098	0.00025345434492919595	0.03786728361621499	0.0018414882970202657
13.0	0.0025246520555309094	0.0002961280656838028	0.00016566485479501124	0.0010856872678340324	0.0005535119111294761	0.00021684909907683901	7.398939945325366e-05	0.00047440074776537776	0.00017900060631994563	0.0003851632810561867	0.06457876611500979	0.0013226599093513868
18.0	0.016993538775568594	0.0015949053074291442	0.00664504231819592	0.0024345742670993788	0.0013357004063436761	0.0008034971731831319	0.0007053666149477067	0.004817494934686693	0.0027960596670163797	0.0013171647280978505	0.017016643406823278	0.006293609297135845
6.0	0.0024011491371493322	0.0013070298235834344	0.0020397832613889477	0.005721743255853653	0.0037518761915634967	0.004931375775995548	0.005927690250100568	0.005423582045768854	0.0037500814457530397	0.0003217436882550828	0.0	0.00024159044376574458
172.0	0.010942053897379083	0.017942251140778468	0.0011139203605979064	0.005875277430751287	0.021328396638869603	0.014507734278477074	0.01029592424385556	0.057510614986531435	0.02164706588592258	0.2273648089542985	0.04803577779930492	0.03901462564252176
330.0	0.2888570924848318	0.2990138074755669	0.0	0.06592198553073103	0.18308322183787823	0.1895901118790425	0.14599237699992954	0.07536973130601311	0.2013804589956999	0.04686554543747608	0.09196495665237307	0.12672473118830616
106.0	0.006114352166769095	0.009044788165483672	0.25194896414875984	0.09485655372031034	0.0394060943777896	0.022503433439054005	0.040366061028325934	0.020931255286887007	0.040451205366989595	0.0008735371738293906	0.0	0.0023773322532360907
63.0	0.0007054107090516482	0.0023363176051860533	0.05261962884105742	0.06424448801204562	0.005155479975510389	0.0007642687751803123	6.237017027160618e-05	0.00026996594766387716	0.004437269024710986	0.0012397997659718385	0.0024849649683321216	0.002966177735943347
17.0	0.00010366346432013174	9.889758307188856e-06	0.0013663007059443544	0.015863860269309953	0.0018321855848262248	0.0	1.1831557005237414e-08	3.3565349610853445e-10	4.924554275476112e-10	0.0002559432214487067	4.720723758566692e-09	0.0004951022246294201
