NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	260.076	10.545	65.238	9.017	0.02	0.994	110000.0
2	267.945	10.949	67.573	9.355	0.021	0.993	70000.0
3	259.345	10.61	65.679	9.041	0.02	0.994	30000.0
4	269.401	10.891	67.269	9.178	0.02	0.994	70000.0
5	256.891	10.534	64.874	8.99	0.02	0.994	50000.0
6	280.31	11.152	71.015	9.535	0.022	0.993	60000.0
7	263.553	10.855	65.314	9.007	0.021	0.994	70000.0
8	254.187	10.399	63.292	8.766	0.021	0.994	40000.0
9	278.015	11.007	70.538	9.447	0.02	0.993	80000.0
10	259.347	10.583	64.465	8.842	0.021	0.994	60000.0
11	256.157	10.402	63.25	8.65	0.021	0.994	60000.0
12	272.081	10.892	68.721	9.255	0.019	0.993	90000.0
13	255.232	10.073	63.863	8.44	0.018	0.995	80000.0
14	274.137	10.731	69.006	9.048	0.02	0.994	50000.0
15	262.085	10.705	65.506	8.99	0.021	0.994	90000.0
16	264.145	10.797	66.43	9.224	0.02	0.993	90000.0
17	268.51	10.689	68.161	9.065	0.02	0.994	50000.0
18	266.51	10.804	66.744	9.174	0.021	0.993	80000.0
19	270.199	10.926	68.151	9.201	0.021	0.993	130000.0
20	267.81	10.783	67.398	9.131	0.021	0.994	80000.0
21	277.791	11.089	69.19	9.236	0.021	0.994	60000.0
22	282.308	11.261	72.815	9.61	0.02	0.993	70000.0
23	264.047	10.644	66.377	9.077	0.02	0.993	80000.0
24	268.018	10.821	67.81	9.233	0.021	0.993	40000.0
25	261.431	10.534	66.041	8.902	0.02	0.994	80000.0
26	258.809	10.496	64.69	8.821	0.02	0.994	100000.0
27	271.125	10.994	69.033	9.319	0.022	0.994	140000.0
28	262.33	10.71	66.704	9.149	0.021	0.994	50000.0
29	265.366	11.021	67.306	9.336	0.021	0.993	80000.0
30	265.438	10.501	66.358	8.772	0.02	0.994	100000.0
31	270.643	11.021	67.756	9.301	0.02	0.993	40000.0
32	267.329	10.928	65.92	9.068	0.021	0.994	50000.0
33	269.374	10.763	68.259	9.035	0.021	0.994	80000.0
34	270.16	10.923	68.029	9.315	0.021	0.993	70000.0
35	257.074	10.526	63.658	8.87	0.021	0.994	50000.0
36	257.809	10.598	63.765	8.901	0.021	0.994	90000.0
37	267.492	10.818	67.728	9.113	0.02	0.994	70000.0
38	262.622	10.399	65.911	8.726	0.019	0.994	40000.0
39	266.583	10.707	66.457	8.993	0.021	0.993	60000.0
40	257.561	10.48	64.855	8.801	0.021	0.994	60000.0
41	279.228	11.275	71.138	9.593	0.022	0.993	100000.0
42	263.335	10.909	66.05	9.281	0.022	0.993	50000.0
43	261.036	10.566	65.351	8.876	0.021	0.994	90000.0
44	260.91	10.677	66.059	9.101	0.021	0.994	70000.0
45	270.447	10.701	68.459	9.037	0.02	0.994	40000.0
46	269.335	10.919	67.332	9.172	0.021	0.993	60000.0
47	263.428	10.74	64.587	8.931	0.021	0.994	60000.0
48	283.828	11.109	72.857	9.548	0.02	0.993	70000.0
49	272.043	10.779	69.734	9.216	0.02	0.994	50000.0
50	279.619	11.208	71.189	9.488	0.021	0.993	90000.0
51	262.55	10.642	64.912	8.864	0.02	0.994	50000.0
52	261.444	10.63	64.812	8.815	0.02	0.994	60000.0
53	266.876	10.568	66.208	8.829	0.021	0.994	60000.0
54	272.228	10.784	69.409	9.193	0.02	0.993	60000.0
55	269.102	10.628	67.874	8.898	0.019	0.994	50000.0
56	267.325	10.864	67.451	9.251	0.02	0.993	70000.0
57	262.037	10.384	65.634	8.84	0.019	0.994	70000.0
58	269.394	11.061	66.965	9.273	0.02	0.993	50000.0
59	273.808	11.063	69.016	9.365	0.021	0.993	50000.0
60	273.667	11.145	68.765	9.346	0.022	0.993	60000.0
61	281.05	11.298	70.753	9.445	0.022	0.993	40000.0
62	264.448	10.759	65.626	8.917	0.021	0.994	60000.0
63	267.862	10.872	67.582	9.235	0.02	0.993	140000.0
64	263.709	10.754	67.168	9.202	0.021	0.993	50000.0
65	262.358	10.708	66.255	9.031	0.02	0.993	80000.0
66	274.79	11.387	69.286	9.626	0.022	0.993	40000.0
67	266.738	10.865	66.461	9.08	0.021	0.994	70000.0
68	267.451	11.128	66.511	9.154	0.022	0.994	100000.0
69	264.704	10.737	66.204	9.084	0.021	0.994	60000.0
70	269.411	10.868	68.766	9.273	0.021	0.993	70000.0
71	268.032	11.138	67.945	9.698	0.021	0.992	80000.0
72	287.467	11.16	74.175	9.608	0.02	0.993	50000.0
73	275.787	11.478	69.604	9.826	0.022	0.992	40000.0
74	276.239	11.071	69.27	9.458	0.021	0.993	80000.0
75	274.903	10.967	68.768	9.197	0.022	0.994	60000.0
76	268.56	10.615	68.392	9.087	0.02	0.994	40000.0
77	261.554	10.588	66.997	9.053	0.02	0.994	50000.0
78	267.418	11.08	67.03	9.346	0.022	0.993	70000.0
79	271.488	11.217	67.996	9.476	0.023	0.993	50000.0
80	276.414	11.238	70.121	9.607	0.021	0.993	60000.0
81	267.985	10.667	67.427	8.978	0.02	0.994	60000.0
82	266.148	10.713	66.126	9.108	0.022	0.994	50000.0
83	250.933	10.356	61.58	8.525	0.021	0.994	50000.0
84	262.35	10.542	65.823	8.865	0.02	0.994	50000.0
85	267.353	10.715	67.288	9.01	0.02	0.994	90000.0
86	271.614	10.856	68.712	9.146	0.021	0.994	70000.0
87	270.351	10.947	68.228	9.338	0.02	0.993	70000.0
88	270.23	10.666	68.459	9.004	0.02	0.994	40000.0
89	276.64	11.146	68.628	9.295	0.022	0.993	70000.0
90	264.435	10.662	65.617	8.881	0.02	0.994	60000.0
91	260.783	10.516	66.675	8.961	0.02	0.994	70000.0
92	265.52	10.872	66.469	9.19	0.022	0.994	50000.0
93	266.488	10.706	66.448	9.012	0.02	0.994	50000.0
94	262.738	10.573	64.943	8.85	0.019	0.994	80000.0
95	269.198	10.939	68.703	9.371	0.02	0.993	80000.0
96	269.465	11.053	66.886	9.279	0.022	0.993	50000.0
97	271.207	10.873	67.896	9.189	0.02	0.994	80000.0
98	269.799	11.08	69.681	9.562	0.021	0.993	90000.0
99	268.783	10.882	68.464	9.269	0.021	0.993	80000.0
100	268.723	11.216	66.968	9.568	0.021	0.993	90000.0
