NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	336.677	13.059	86.647	11.21	0.028	0.99	40000.0
2	347.38	13.46	89.641	11.641	0.027	0.989	60000.0
3	344.647	13.364	91.269	11.673	0.027	0.99	50000.0
4	333.336	12.912	84.653	11.01	0.027	0.991	30000.0
5	336.483	12.807	87.157	11.162	0.025	0.99	80000.0
6	337.248	13.103	88.721	11.374	0.026	0.99	70000.0
7	333.972	13.024	85.242	11.015	0.028	0.991	40000.0
8	339.574	12.894	89.231	11.24	0.026	0.99	60000.0
9	346.485	13.321	92.252	11.727	0.027	0.99	50000.0
10	336.541	12.955	88.104	11.192	0.027	0.991	40000.0
11	347.144	13.502	92.519	11.821	0.027	0.99	40000.0
12	346.272	13.095	89.076	11.228	0.027	0.991	80000.0
13	350.671	13.321	91.93	11.535	0.026	0.99	60000.0
14	350.11	13.332	89.961	11.503	0.027	0.99	50000.0
15	347.411	13.425	90.44	11.685	0.027	0.99	50000.0
16	353.457	13.603	91.112	11.773	0.027	0.989	50000.0
17	346.14	13.353	88.869	11.487	0.028	0.99	90000.0
18	333.71	13.215	86.877	11.311	0.029	0.99	40000.0
19	342.4	13.097	89.083	11.364	0.027	0.99	60000.0
20	347.474	13.277	89.747	11.364	0.027	0.99	40000.0
21	332.618	13.196	83.434	11.144	0.028	0.991	60000.0
22	347.359	13.224	89.955	11.425	0.026	0.99	70000.0
23	354.679	13.618	92.558	11.9	0.026	0.989	60000.0
24	350.851	13.381	90.388	11.555	0.027	0.99	50000.0
25	356.594	13.529	92.696	11.666	0.027	0.989	80000.0
26	353.927	13.63	93.139	11.83	0.027	0.99	50000.0
27	345.253	13.123	88.86	11.331	0.027	0.99	30000.0
28	339.904	13.194	87.71	11.505	0.027	0.99	80000.0
29	354.032	13.876	90.441	11.938	0.028	0.989	40000.0
30	343.133	13.168	88.253	11.222	0.027	0.99	30000.0
31	349.151	13.354	90.806	11.6	0.027	0.99	30000.0
32	341.071	13.141	86.619	11.229	0.027	0.991	40000.0
33	350.45	13.411	90.115	11.481	0.027	0.99	90000.0
34	346.462	13.658	89.52	11.715	0.029	0.989	50000.0
35	341.378	13.057	88.208	11.24	0.027	0.99	60000.0
36	343.067	13.01	89.639	11.42	0.026	0.99	50000.0
37	347.416	13.485	86.899	11.388	0.027	0.99	100000.0
38	341.107	13.232	88.333	11.44	0.026	0.99	40000.0
39	348.664	13.329	92.043	11.605	0.027	0.99	40000.0
40	319.61	12.356	78.389	10.278	0.028	0.992	60000.0
41	344.895	13.155	90.066	11.397	0.027	0.99	50000.0
42	336.587	13.228	87.489	11.342	0.028	0.99	60000.0
43	338.732	13.521	86.114	11.349	0.03	0.99	30000.0
44	334.868	12.922	87.166	11.208	0.026	0.991	70000.0
45	346.251	13.268	90.203	11.493	0.027	0.99	50000.0
46	351.338	13.284	91.603	11.425	0.026	0.99	50000.0
47	348.312	13.4	91.195	11.602	0.027	0.989	60000.0
48	352.041	13.228	91.064	11.577	0.026	0.99	50000.0
49	332.742	12.75	85.545	11.004	0.026	0.991	50000.0
50	334.755	12.852	86.518	11.048	0.026	0.991	70000.0
51	334.95	12.917	86.25	11.088	0.025	0.991	50000.0
52	340.176	13.146	88.177	11.387	0.026	0.99	30000.0
53	353.792	13.583	91.911	11.809	0.027	0.989	50000.0
54	356.209	13.592	91.326	11.697	0.026	0.99	80000.0
55	341.697	13.438	88.434	11.525	0.03	0.99	30000.0
56	339.164	13.012	87.52	11.247	0.027	0.99	70000.0
57	338.832	13.602	86.563	11.661	0.03	0.989	40000.0
58	343.462	13.216	89.473	11.428	0.027	0.99	50000.0
59	355.766	13.63	93.089	11.914	0.027	0.989	80000.0
60	341.204	13.319	87.268	11.267	0.029	0.99	40000.0
61	335.623	13.133	86.237	11.3	0.027	0.99	50000.0
62	339.098	13.142	87.298	11.387	0.027	0.99	70000.0
63	351.052	13.483	91.804	11.796	0.027	0.989	60000.0
64	337.086	12.752	86.297	10.779	0.026	0.991	50000.0
65	350.712	13.529	89.965	11.63	0.026	0.99	30000.0
66	351.046	13.468	91.6	11.687	0.027	0.99	70000.0
67	346.399	13.267	90.233	11.483	0.027	0.99	40000.0
68	347.945	13.366	90.933	11.529	0.027	0.99	60000.0
69	354.192	13.747	92.053	11.944	0.028	0.989	40000.0
70	339.988	12.999	87.047	11.089	0.026	0.991	40000.0
