NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
40	648.056	24.504	171.821	22.169	0.076	0.962	40000.0
41	696.428	24.363	193.489	22.449	0.068	0.962	20000.0
42	697.849	24.326	193.783	22.369	0.068	0.962	20000.0
43	698.228	24.428	193.645	22.394	0.07	0.961	40000.0
44	636.944	24.302	169.372	21.96	0.075	0.963	30000.0
45	647.278	24.653	169.623	22.028	0.076	0.963	40000.0
46	701.4	24.661	194.197	22.797	0.069	0.96	40000.0
47	647.161	24.9	171.17	22.337	0.079	0.961	40000.0
48	654.326	24.69	172.119	22.186	0.077	0.962	40000.0
49	690.727	24.204	192.443	22.328	0.068	0.962	20000.0
50	686.078	24.055	190.916	22.243	0.067	0.962	20000.0
51	697.979	28.53	188.269	25.402	0.095	0.945	40000.0
52	643.051	24.457	168.416	21.864	0.076	0.963	20000.0
53	649.301	24.751	171.269	22.11	0.077	0.963	20000.0
54	694.803	24.138	192.048	22.166	0.066	0.962	40000.0
55	696.288	24.106	193.05	22.166	0.068	0.962	40000.0
56	699.028	24.352	193.588	22.448	0.069	0.961	20000.0
57	656.543	24.645	173.3	22.194	0.077	0.962	20000.0
58	655.758	24.731	172.509	22.306	0.076	0.962	60000.0
59	697.987	24.396	194.194	22.518	0.069	0.961	30000.0
60	699.779	24.451	193.62	22.4	0.068	0.962	40000.0
61	692.193	24.183	191.935	22.12	0.068	0.963	40000.0
62	689.924	23.955	191.882	22.14	0.067	0.963	20000.0
63	696.658	24.313	191.78	22.163	0.068	0.962	40000.0
64	658.746	24.776	174.684	22.314	0.076	0.962	20000.0
65	691.561	24.271	192.658	22.247	0.067	0.962	30000.0
66	700.476	24.515	195.665	22.794	0.07	0.96	30000.0
67	691.48	24.092	191.763	22.118	0.068	0.962	30000.0
68	651.811	24.512	171.377	21.917	0.076	0.963	30000.0
69	713.695	25.13	197.716	23.128	0.07	0.959	40000.0
70	682.573	23.96	190.039	22.123	0.068	0.963	40000.0
71	686.337	23.881	191.052	22.119	0.067	0.962	20000.0
72	690.769	23.931	192.012	22.093	0.067	0.963	20000.0
73	697.782	24.356	195.153	22.565	0.069	0.961	30000.0
74	696.779	24.345	194.161	22.616	0.068	0.961	30000.0
75	692.097	24.214	191.952	22.303	0.067	0.962	30000.0
76	656.135	24.894	174.446	22.487	0.077	0.961	20000.0
77	698.034	24.329	193.97	22.385	0.069	0.961	40000.0
78	690.921	23.961	192.039	22.108	0.067	0.962	20000.0
79	652.683	24.807	171.802	22.18	0.077	0.962	20000.0
80	695.468	24.364	193.128	22.463	0.069	0.961	20000.0
81	693.21	24.32	191.353	22.283	0.069	0.962	20000.0
82	699.94	28.593	179.733	24.832	0.106	0.949	20000.0
83	699.476	24.247	195.25	22.522	0.068	0.961	20000.0
84	701.382	24.489	194.223	22.528	0.068	0.961	20000.0
85	706.978	28.733	181.966	25.057	0.105	0.949	40000.0
86	696.772	23.923	192.707	21.87	0.066	0.964	20000.0
87	652.107	24.703	173.406	22.401	0.077	0.962	30000.0
88	697.618	24.334	193.958	22.489	0.068	0.962	40000.0
89	657.565	24.59	174.21	22.252	0.076	0.963	30000.0
90	647.018	24.567	174.224	22.515	0.077	0.961	20000.0
91	642.14	24.524	169.363	21.992	0.077	0.963	30000.0
92	646.599	24.783	170.373	22.158	0.078	0.963	20000.0
93	702.217	24.619	194.066	22.488	0.07	0.961	30000.0
94	695.088	24.752	193.678	22.971	0.071	0.959	40000.0
95	645.631	24.558	169.108	21.92	0.077	0.963	30000.0
96	642.193	24.2	169.758	21.835	0.076	0.963	20000.0
97	654.226	24.663	173.676	22.267	0.076	0.962	20000.0
98	701.101	24.237	194.195	22.276	0.068	0.962	40000.0
99	642.423	24.32	168.608	21.674	0.076	0.964	30000.0
100	693.824	24.147	192.271	22.217	0.067	0.962	40000.0
