Sample Names	MutationType	CH43A	CH43B	CH43C	CH43D	CH43E	CH43F	CH43G	CH43H
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.37163148794962686	0.38220808089610064	0.0	0.08091913786354496	0.16524129329072745
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.08798457994958998	0.8617754992068692	0.0	0.04749602180583109	0.0027438990377095483
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.06465929471516643	0.782228816689376	0.0	0.07569371766730386	0.07741817092815356
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.027387250948637414	0.7392630374112054	0.0	0.09599319545302586	0.13735651618713124
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.22594143690639135	0.06641118694102566	0.0	0.29372701748614377	0.41392035866643917
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.5466487460330679	0.4533511377814555	0.0	0.0	1.1618547644856504e-07
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.12472472905593052	0.07746741665296027	0.0	0.0027643639673553605	0.7950434903237538
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.8589297425324313	0.02566188097615115	0.0	0.07872445628489692	0.03668392020652057
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.17393357219118222	0.7454235814355898	0.0	0.06517963196381847	0.015463214409409395
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.034886745061158825	0.7789763437287416	0.0	0.15172519229929823	0.03441171891080148
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.30879549255727134	0.0036650686979182077	0.0	0.4982518145064242	0.18928762423838624
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.3803274478752102	0.42831545435977647	0.0	0.01295165977140413	0.17840543799360925
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.0	0.8508861402116421	0.0	0.020670886635539093	0.12844297315281894
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.08536141955560127	0.13910738892692157	0.0	0.025623660251664616	0.7499075312658126
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.0886952281092457	0.17372842245450235	0.0	0.07021610448822113	0.6673602449480308
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.10213653843173122	0.6900177600179708	0.0	0.17669653466888766	0.031149166881410405
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.3058694934161411	0.07685544175218731	0.0	0.6093897992625329	0.007885265569138742
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.15675046879945925	0.7249549169000978	0.0	0.09356573300841373	0.02472888129202913
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.20749595386938344	0.4089965488000127	0.0	0.06523002217346002	0.3182774751571439
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.01443295556367548	0.00969900514454609	0.0	0.004663491610617665	0.9712045476811608
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.04820484372359931	0.14842503013642472	0.0	0.0051016681524148925	0.798268457987561
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.44512652020766375	0.4367517429102502	0.0	0.011197350771036316	0.1069243861110497
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.09799720343851444	0.8280135650165298	0.0	0.07398923154495564	0.0
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.009599696507445264	0.7018986721402086	0.0	0.2884993745742249	2.256778121134144e-06
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.23618391800863284	0.5106291709055358	0.0	0.18580973482970908	0.06737717625612208
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.19439008107180747	0.5352572473750998	0.0	0.20274687738516617	0.06760579416792656
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.0	0.3371738112909646	0.0	0.6628260080171926	1.8069184276943644e-07
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.036499750813718305	0.01800350241162998	0.0	0.023860071254283258	0.9216366755203685
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.009553068481630445	0.03643327535081874	0.0	6.41293508915654e-05	0.9539495268166591
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.17684106664156937	0.2412541347077815	0.0	0.025327576574058198	0.556577222076591
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.263555812651486	0.7061397649487111	0.0	0.030304422399803053	0.0
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.0038063618355416375	0.45733344049398467	0.0	0.31681349002218756	0.2220467076482861
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.0	0.5201210946284806	0.0	0.30702263619218356	0.17285626917933583
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.7519076554734282	0.23949431715046451	0.0	0.008598027376107311	0.0
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.4359459198421355	0.5335351003627326	0.0	0.019215242045900336	0.011303737749231626
EOC1003_p2OvaR1_DNA1		0.0	0.0	0.0	0.13933494152846385	0.8548178768925473	0.0	0.005846680187857128	5.013911316942417e-07
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.6842611370473204	0.0	0.0	0.0	0.3157388629526796
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.5935668486369559	0.0	0.0	0.0	0.4064331513630442
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.7263910762430696	0.0	0.0	0.0	0.27360892375693036
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.6832671703515412	0.0	0.0	0.0	0.3167328296484589
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.4605586847184767	0.0	0.0	0.0	0.5394413152815234
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.21849110238715425	0.0	0.0	0.0	0.7815088976128458
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.8543488922962987	0.0	0.0	0.0	0.14565110770370127
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.6716616473777214	0.0	0.0	0.0	0.3283383526222785
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.9668498439445654	0.0	0.0	0.0	0.033150156055434615
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.43171055283085025	0.0	0.0	0.0	0.5682894471691498
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.15351579007321625	0.0	0.0	0.0	0.8464842099267837
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.3317715170621772	0.0	0.0	0.0	0.6682284829378228
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.9999997663270889	0.0	0.0	0.0	2.3367291103921974e-07
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.124872808136512	0.0	0.0	0.0	0.8751271918634881
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.9551507679398118	0.0	0.0	0.0	0.04484923206018821
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.9109608402664156	0.0	0.0	0.0	0.08903915973358435
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.4797420731251915	0.0	0.0	0.0	0.5202579268748084
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.5973957362178185	0.0	0.0	0.0	0.4026042637821816
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.6597517226628331	0.0	0.0	0.0	0.3402482773371669
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.09382156108172236	0.0	0.0	0.0	0.9061784389182775
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.1078483760673423	0.0	0.0	0.0	0.8921516239326576
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.748896794998663	0.0	0.0	0.0	0.251103205001337
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.9724382260479135	0.0	0.0	0.0	0.027561773952086456
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.8521919660285852	0.0	0.0	0.0	0.1478080339714149
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.3722450281947833	0.0	0.0	0.0	0.6277549718052168
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.013336705337784478	0.0	0.0	0.0	0.9866632946622156
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.05206606968014087	0.0	0.0	0.0	0.9479339303198592
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.7910805074086525	0.0	0.0	0.0	0.20891949259134748
EOC1022_pOme1_DNA1		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.9997416049980413	0.0	0.0	0.0	0.000258395001958619
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.7612452325389578	0.0	0.0	0.0	0.23875476746104213
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.7233994794013505	0.0	0.0	0.0	0.2766005205986494
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.034769326797936394	0.0	0.0	0.0	0.9652306732020636
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.009026400421080235	0.0	0.0	0.0	0.9909735995789197
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.22420275566128467	0.0	0.0	0.0	0.7757972443387153
EOC1022_pOme1_DNA1		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.015352584419034445	0.0	0.0	0.0	0.9846474155809655
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EOC1022_pOme1_DNA1		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.9722829435503322	0.0	0.0	0.0	0.02771705644966789
EOC1022_pOme1_DNA1		0.0	0.0	0.0	0.9999960437851056	0.0	0.0	0.0	3.956214894374799e-06
EOC1022_pPer1_DNA1		0.0	0.2806637637337153	0.406062547302057	0.21987272169185995	0.0	0.0	0.0	0.0934009672723677
EOC1022_pPer1_DNA1		0.0	0.06322810637088055	0.05785267666857915	0.5390929256482008	0.0	0.0	0.0	0.3398262913123396
EOC1022_pPer1_DNA1		0.0	0.18045251720072847	0.21980092674896665	0.4453242698894068	0.0	0.0	0.0	0.15442228616089806
EOC1022_pPer1_DNA1		0.0	0.23260028563480348	0.33261873255035695	0.3047346260489066	0.0	0.0	0.0	0.13004635576593296
EOC1022_pPer1_DNA1		0.0	0.17578013951450305	0.0763965408693464	0.35982733232807523	0.0	0.0	0.0	0.38799598728807533
EOC1022_pPer1_DNA1		0.0	0.005053030131218428	0.04951602636470891	0.22023305543059746	0.0	0.0	0.0	0.7251978880734753
EOC1022_pPer1_DNA1		0.0	0.7984901129666568	0.0017683055559236343	0.1726454374346003	0.0	0.0	0.0	0.027096144042819237
EOC1022_pPer1_DNA1		0.0	0.7314827822410511	0.009139848241553608	0.17887680201146752	0.0	0.0	0.0	0.08050056750592786
EOC1022_pPer1_DNA1		0.0	0.691927559400632	0.05523530405445087	0.24510063118118644	0.0	0.0	0.0	0.007736505363730694
EOC1022_pPer1_DNA1		0.0	0.10819630869999333	0.16866769773326534	0.3269363864776876	0.0	0.0	0.0	0.3961996070890537
EOC1022_pPer1_DNA1		0.0	0.21691984271002016	0.45152072195669973	0.05456680750274345	0.0	0.0	0.0	0.2769926278305367
EOC1022_pPer1_DNA1		0.0	0.048349375331604404	0.22829181348949731	0.25343542434065613	0.0	0.0	0.0	0.469923386838242
EOC1022_pPer1_DNA1		0.0	0.029359525198880354	0.29145993819815985	0.6791803904971573	0.0	0.0	0.0	1.4610580260949272e-07
EOC1022_pPer1_DNA1		0.0	0.0	0.7970173692882631	0.027239612486823744	0.0	0.0	0.0	0.1757430182249132
EOC1022_pPer1_DNA1		0.0	0.012918125189386818	0.9209479276353637	0.06339361956303846	0.0	0.0	0.0	0.00274032761221105
EOC1022_pPer1_DNA1		0.0	0.3569579423251864	0.27454088923508396	0.3380800778115072	0.0	0.0	0.0	0.030421090628222482
EOC1022_pPer1_DNA1		0.0	0.37653372320607853	0.5319053855202015	0.0458181438697095	0.0	0.0	0.0	0.04574274740401043
EOC1022_pPer1_DNA1		0.0	0.5960603948931588	0.15023758278939287	0.1565649995827728	0.0	0.0	0.0	0.09713702273467559
EOC1022_pPer1_DNA1		0.0	0.16447097323083634	0.036113254608053355	0.5420589130221446	0.0	0.0	0.0	0.25735685913896555
EOC1022_pPer1_DNA1		0.0	0.12375938031878386	0.04372611526866947	0.0	0.0	0.0	0.0	0.8325145044125466
EOC1022_pPer1_DNA1		0.0	0.09974464804444291	0.053524616980044584	0.08560010087371443	0.0	0.0	0.0	0.761130634101798
EOC1022_pPer1_DNA1		0.0	0.06744410908260982	0.05558885670043055	0.10178935100077233	0.0	0.0	0.0	0.7751776832161872
EOC1022_pPer1_DNA1		0.0	0.7506884786495108	0.2295782252147957	0.015078814360982216	0.0	0.0	0.0	0.00465448177471124
EOC1022_pPer1_DNA1		0.0	0.5116177327351621	0.02968549920577218	0.4470324841321268	0.0	0.0	0.0	0.011664283926938948
EOC1022_pPer1_DNA1		0.0	0.07407966577135823	0.4631901822572366	0.39901740877330416	0.0	0.0	0.0	0.06371274319810098
EOC1022_pPer1_DNA1		0.0	0.16513496162253083	0.2506597662412301	0.2288745962858034	0.0	0.0	0.0	0.3553306758504357
EOC1022_pPer1_DNA1		0.0	0.0011939625614765198	0.0015145215384380303	0.014431038977160008	0.0	0.0	0.0	0.9828604769229254
EOC1022_pPer1_DNA1		0.0	0.059367499368239464	0.018221585962019476	0.05193494290798722	0.0	0.0	0.0	0.8704759717617538
EOC1022_pPer1_DNA1		0.0	0.2856037438941348	0.25224858649329873	0.3717624100636343	0.0	0.0	0.0	0.09038525954893226
EOC1022_pPer1_DNA1		0.0	0.19060655797488996	0.6285456540071022	0.18084778801800797	0.0	0.0	0.0	0.0
EOC1022_pPer1_DNA1		0.0	0.1015424164192495	0.2977043671899265	0.60061030627247	0.0	0.0	0.0	0.00014291011835378806
EOC1022_pPer1_DNA1		0.0	0.09591820928359555	0.14462841691578707	0.5893008516785226	0.0	0.0	0.0	0.1701525221220947
EOC1022_pPer1_DNA1		0.0	0.20663420368795016	0.37805315059042705	0.30718280584720514	0.0	0.0	0.0	0.10812983987441754
EOC1022_pPer1_DNA1		0.0	0.45595478924301736	0.5440451279233146	0.0	0.0	0.0	0.0	8.283366801105304e-08
EOC1022_pPer1_DNA1		0.0	0.02203580422350002	0.02473235782508487	0.03589390144309265	0.0	0.0	0.0	0.9173379365083226
EOC1022_pPer1_DNA1		0.0	0.005128109962792701	0.00144128197362321	0.009732856802687644	0.0	0.0	0.0	0.9836977512608964
EOC1022_pPer1_DNA1		0.0	0.17538976183832092	0.04657863975234517	0.1858862219107794	0.0	0.0	0.0	0.5921453764985546
EOC1022_pPer1_DNA1		0.0	0.25676031687470824	0.3959212751631802	0.3473184079621115	0.0	0.0	0.0	0.0
EOC1022_pPer1_DNA1		0.0	0.24409161210518857	0.04387105018445825	0.011858664210854623	0.0	0.0	0.0	0.7001786734994986
EOC1022_pPer1_DNA1		0.0	0.33641801851937625	0.44114199047434005	0.0	0.0	0.0	0.0	0.22243999100628375
EOC1022_pPer1_DNA1		0.0	0.04108954493612601	0.08026776215317928	0.8786426929106947	0.0	0.0	0.0	0.0
EOC1022_pPer1_DNA1		0.0	0.002836103784437947	0.001312275659373597	0.9703849398913754	0.0	0.0	0.0	0.025466680664813043
EOC1022_pPer1_DNA1		0.0	2.709396744020445e-07	1.5902604760350306e-06	0.9999944966898578	0.0	0.0	0.0	3.6421099916572698e-06
EOC1067_pOme1_DNA3		0.0	0.6969412396354021	0.0	0.0	0.1778913135710958	0.03185087434332627	0.0	0.09331657245017573
EOC1067_pOme1_DNA3		0.0	0.046438730509316906	0.0	0.0	0.2285717176125522	0.6245685093553466	0.0	0.10042104252278446
EOC1067_pOme1_DNA3		0.0	0.2939462469763349	0.0	0.0	0.5564220698496591	0.0484242200609	0.0	0.10120746311310583
EOC1067_pOme1_DNA3		0.0	0.5146770227406742	0.0	0.0	0.2769012072294103	0.09264529864259426	0.0	0.11577647138732111
EOC1067_pOme1_DNA3		0.0	0.39266336917723177	0.0	0.0	0.18743868953454856	0.07117910717060034	0.0	0.34871883411761934
EOC1067_pOme1_DNA3		0.0	0.009548208694212525	0.0	0.0	0.25636126127590975	0.18274465255139666	0.0	0.5513458774784811
EOC1067_pOme1_DNA3		0.0	0.983356796074549	0.0	0.0	0.0007802943618283088	0.0024369090628118535	0.0	0.01342600050081097
EOC1067_pOme1_DNA3		0.0	0.903986137990823	0.0	0.0	0.05153451510485358	0.004452240934738475	0.0	0.04002710596958503
EOC1067_pOme1_DNA3		0.0	0.5544730066185859	0.0	0.0	0.4360647039486744	0.006967911840242434	0.0	0.0024943775924972343
EOC1067_pOme1_DNA3		0.0	0.09255807213850167	0.0	0.0	0.7669501037832633	0.004123506478393489	0.0	0.1363683175998417
EOC1067_pOme1_DNA3		0.0	0.2737043913011739	0.0	0.0	0.4212701910892268	0.1644050331441451	0.0	0.14062038446545413
EOC1067_pOme1_DNA3		0.0	0.18936122089956367	0.0	0.0	0.06613205238526776	0.004007135731406546	0.0	0.740499590983762
EOC1067_pOme1_DNA3		0.0	0.1863618291216465	0.0	0.0	0.8104357253351528	0.003202072402186856	0.0	3.7314101358797347e-07
EOC1067_pOme1_DNA3		0.0	0.0	0.0	0.0	0.04564120066502768	0.11283549070918074	0.0	0.8415233086257915
EOC1067_pOme1_DNA3		0.0	0.04254018633241277	0.0	0.0	0.0014137591915949605	0.9524152741641566	0.0	0.003630780311835569
EOC1067_pOme1_DNA3		0.0	0.47757071725221734	0.0	0.0	0.43939901555353317	0.06665482613148366	0.0	0.01637544106276578
EOC1067_pOme1_DNA3		0.0	0.5966986849492646	0.0	0.0	0.36749519044276796	0.006640516642905483	0.0	0.0291656079650619
EOC1067_pOme1_DNA3		0.0	0.9370575912900974	0.0	0.0	0.0006621875542714721	0.000839204766449101	0.0	0.06144101638918208
EOC1067_pOme1_DNA3		0.0	0.3966632416733929	0.0	0.0	0.3337216702645811	0.019887784285975076	0.0	0.24972730377605068
EOC1067_pOme1_DNA3		0.0	0.07253970567196956	0.0	0.0	0.7239538483946906	0.007176269071399615	0.0	0.19633017686194001
EOC1067_pOme1_DNA3		0.0	0.21572710252422045	0.0	0.0	0.0683875591417849	0.05355919760445547	0.0	0.6623261407295391
EOC1067_pOme1_DNA3		0.0	0.14910454219803274	0.0	0.0	0.09991230227390535	0.061465011304975004	0.0	0.6895181442230869
EOC1067_pOme1_DNA3		0.0	0.9502961720000945	0.0	0.0	0.029231069572374188	0.018102104554151784	0.0	0.0023706538733794377
EOC1067_pOme1_DNA3		0.0	0.9165270240145846	0.0	0.0	0.04561171234428706	0.029453986679999232	0.0	0.008407276961129109
EOC1067_pOme1_DNA3		0.0	0.11890614292583185	0.0	0.0	0.671426412389509	0.16852129819644265	0.0	0.04114614648821658
EOC1067_pOme1_DNA3		0.0	0.32003979974115665	0.0	0.0	0.1981854243288281	0.20470111168935984	0.0	0.2770736642406555
EOC1067_pOme1_DNA3		0.0	0.0029820312385210514	0.0	0.0	0.005490225000074934	0.0038598481372057254	0.0	0.9876678956241984
EOC1067_pOme1_DNA3		0.0	0.13015550820498925	0.0	0.0	0.07946741199197788	0.02254161114813416	0.0	0.7678354686548987
EOC1067_pOme1_DNA3		0.0	0.61360660968821	0.0	0.0	0.17764047808920977	0.13062228180429059	0.0	0.07813063041828965
EOC1067_pOme1_DNA3		0.0	0.21547560549145903	0.0	0.0	0.39155826016350637	0.3929661343450346	0.0	0.0
EOC1067_pOme1_DNA3		0.0	0.010097795502612314	0.0	0.0	0.9898922489413635	4.237615388966344e-06	0.0	5.717940635165232e-06
EOC1067_pOme1_DNA3		0.0	0.15668042269921645	0.0	0.0	0.4717426997743782	0.2597491114474022	0.0	0.11182776607900309
