MutationType	CH43A	CH43B	CH43C	CH43D	CH43E	CH43F	CH43G
70.0	0.010557156563736498	0.0021955312427598996	0.011046857823384926	0.006798405981971883	0.0009691915288581526	0.005154998189536855	0.14573040679097177
28.0	0.020534355910494923	0.01120907486428165	0.006704563097209757	0.017285863207653164	0.0030576345504960047	0.012631728858686984	0.005473745781351802
3.0	0.0022458887939986027	0.005664524680469185	0.0035319575748872013	0.002001454392588421	0.0039005547336981292	0.0064407501366804355	0.0
3.0	2.4258712865430355e-05	0.00011771790048202835	0.0010514579604387108	4.115089638739633e-05	0.001073111015275856	6.352794823527574e-10	4.171875575664785e-08
407.0	0.04442834791378118	0.06509335385635495	0.17131298646330834	0.1677056223154068	0.1302133972942829	0.13221220083534718	0.05696419779211283
34.0	0.012768413824960589	0.019791149692609908	0.015322707397863268	0.012435532845556737	0.017751042717136442	0.015549773974344134	0.004005567372078076
4.0	0.009811209589242935	0.007615249551017769	0.0017781939674750902	0.0	0.0049832762102596465	0.004473761182307499	4.665535202121873e-06
9.0	0.0009009546691595461	0.0008371900362180895	0.0004482740926919003	0.0006934655401710188	0.0006697006554145446	0.0005866880837697863	0.028664132114499807
13.0	0.00017934189757604636	0.00011566192554772265	0.00096766968710849	0.000308350350561426	1.6610188474457387e-05	0.0001313906322066534	0.048361781649291516
18.0	0.006791021202225238	0.0008677718565197642	0.003459740280668484	0.004640934578492306	0.0008905181154729545	0.003214788260811474	0.019584216624498368
6.0	0.0037954593251924964	0.0041566377884009855	0.0031687843418330888	0.003607639202964492	0.0019748742553565533	0.004622086685849354	0.0
172.0	0.028562285993248223	0.009305498428624055	0.05630436117295176	0.0007342392762802774	0.06353796681505627	0.02836468704044819	0.059674819596111775
330.0	0.20809075862169266	0.1989627480879426	0.15173403277993203	3.73322279756394e-10	0.19136840239167213	0.18829556241631507	0.10507403515279293
106.0	0.019360746531747283	0.030324311065487563	0.0256064389926562	0.21659815952181816	0.014584301069844515	0.04556018223054707	2.7496484108269214e-06
63.0	0.00011091729742474854	0.00042332965007517486	0.023802920603193344	0.05679523441940546	0.001819221247569658	0.006089567893650383	0.0015867102051470283
17.0	1.957705286770306e-10	5.172545475875978e-05	0.006847132852967874	0.00472043814118706	0.00014544584419076578	9.182975020114891e-05	7.2106230364354926e-09
