NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
45	377.246	14.132	97.335	12.148	0.031	0.989	80000.0
46	390.763	15.269	102.877	13.279	0.034	0.986	50000.0
47	384.536	14.874	99.694	12.754	0.033	0.987	80000.0
48	384.498	14.572	100.039	12.538	0.031	0.988	50000.0
49	388.212	14.707	102.425	12.838	0.032	0.987	40000.0
50	390.627	14.951	102.169	13.006	0.032	0.987	30000.0
51	374.215	14.214	95.672	12.207	0.031	0.989	20000.0
52	375.791	14.241	98.187	12.219	0.031	0.988	30000.0
53	391.085	14.76	103.2	12.837	0.032	0.987	60000.0
54	373.055	14.422	94.668	12.191	0.031	0.989	40000.0
55	381.019	14.342	100.19	12.44	0.03	0.988	50000.0
56	387.539	14.831	102.208	12.944	0.032	0.987	50000.0
57	380.429	14.514	100.026	12.649	0.031	0.988	60000.0
58	382.854	14.481	99.092	12.47	0.032	0.988	40000.0
59	392.899	15.164	103.074	13.311	0.033	0.986	60000.0
60	382.337	14.668	99.883	12.68	0.032	0.987	50000.0
61	365.345	14.0	92.828	11.889	0.031	0.989	40000.0
62	381.18	14.24	97.903	12.207	0.031	0.989	60000.0
63	379.103	14.308	97.426	12.289	0.031	0.989	90000.0
64	380.19	14.244	100.065	12.607	0.031	0.988	90000.0
65	374.41	14.36	98.332	12.46	0.032	0.987	50000.0
66	391.148	14.896	100.902	12.8	0.032	0.987	20000.0
67	379.827	14.617	98.57	12.585	0.032	0.987	20000.0
68	381.552	14.679	96.145	12.301	0.032	0.989	40000.0
69	385.645	14.64	100.866	12.654	0.031	0.988	50000.0
70	384.973	14.756	100.836	12.803	0.033	0.987	80000.0
71	391.571	15.009	103.759	13.303	0.032	0.986	40000.0
72	374.538	14.5	96.227	12.494	0.034	0.988	50000.0
73	387.775	15.017	101.382	13.037	0.034	0.987	40000.0
74	373.643	14.187	96.132	12.219	0.031	0.989	60000.0
75	388.064	14.702	103.235	13.12	0.032	0.986	70000.0
76	373.406	14.11	97.353	12.311	0.03	0.989	30000.0
77	384.945	14.701	100.43	12.656	0.031	0.988	30000.0
78	383.017	14.779	99.0	12.71	0.032	0.987	20000.0
79	387.585	15.109	100.484	12.938	0.034	0.987	70000.0
80	393.806	15.231	103.889	13.568	0.033	0.985	30000.0
81	380.636	14.45	99.653	12.431	0.032	0.988	60000.0
82	374.489	14.225	95.881	12.284	0.032	0.988	60000.0
83	369.229	14.255	95.459	12.193	0.031	0.988	30000.0
84	368.536	14.111	94.524	12.069	0.031	0.989	50000.0
85	380.281	14.302	100.544	12.465	0.031	0.988	50000.0
86	380.163	14.61	99.544	12.646	0.032	0.988	30000.0
87	367.151	14.066	94.759	12.205	0.03	0.989	30000.0
88	399.419	15.364	106.218	13.514	0.034	0.986	60000.0
89	385.646	14.838	101.682	12.982	0.032	0.987	70000.0
90	381.394	14.535	98.828	12.581	0.031	0.988	40000.0
91	382.267	14.664	101.617	12.833	0.033	0.987	40000.0
92	376.036	14.188	95.159	12.043	0.031	0.989	60000.0
93	384.47	14.674	99.513	12.742	0.031	0.987	40000.0
94	371.774	14.332	96.71	12.329	0.031	0.988	50000.0
95	372.199	14.266	96.55	12.247	0.031	0.988	50000.0
96	379.728	14.341	97.716	12.383	0.031	0.989	40000.0
97	387.391	14.68	102.129	12.777	0.032	0.988	60000.0
98	386.658	14.689	99.977	12.65	0.031	0.988	60000.0
99	373.78	14.282	96.885	12.356	0.031	0.988	60000.0
100	366.341	14.584	92.586	12.376	0.033	0.988	50000.0
